iteration,loss,epsilon,mean_turn_reward,mean_episode_return
0,0.07781840115785599,0.999701976776123,0.1169014722108841,2.8031861782073975
1,0.058798499405384064,0.9994039535522461,0.11688149720430374,2.8020832538604736
2,0.048688869923353195,0.9991059303283691,0.11606715619564056,2.7901623249053955
3,0.04126986488699913,0.9988079071044922,0.11646682769060135,2.8008577823638916
4,0.039834797382354736,0.9985098838806152,0.11778077483177185,2.8175246715545654
5,0.03991102799773216,0.9982118606567383,0.11564749479293823,2.7795140743255615
6,0.04420875757932663,0.9979138374328613,0.11659671366214752,2.792647123336792
7,0.04293055459856987,0.9976158142089844,0.1175459623336792,2.8277781009674072
8,0.035461701452732086,0.9973177909851074,0.11679157614707947,2.804044246673584
9,0.03573113679885864,0.9970197677612305,0.11773580312728882,2.825735330581665
10,0.03244514390826225,0.9967217445373535,0.11592725664377213,2.7813658714294434
11,0.030939627438783646,0.9964237213134766,0.11591227352619171,2.780146837234497
12,0.0368146151304245,0.9961256980895996,0.11728617548942566,2.8182597160339355
13,0.02972640097141266,0.9958276748657227,0.11642686277627945,2.7969908714294434
14,0.029952730983495712,0.9955296516418457,0.11607714742422104,2.779411792755127
15,0.03521040081977844,0.9952316284179688,0.11695143580436707,2.8092591762542725
16,0.03749622404575348,0.9949336051940918,0.1170763447880745,2.808210849761963
17,0.0382179394364357,0.9946355819702148,0.1177607998251915,2.8296568393707275
18,0.03155725449323654,0.9943375587463379,0.11576239764690399,2.7761576175689697
19,0.0341983325779438,0.9940395355224609,0.11657673120498657,2.8020832538604736
20,0.03275514766573906,0.993741512298584,0.11824540793895721,2.8339459896087646
21,0.030440550297498703,0.993443489074707,0.11695143580436707,2.8061342239379883
22,0.02976970002055168,0.9931454658508301,0.11704137921333313,2.805392026901245
23,0.030241092666983604,0.9928474426269531,0.11681654304265976,2.8099536895751953
24,0.039730481803417206,0.9925494194030762,0.11697641760110855,2.8031861782073975
25,0.0297958143055439,0.9922513961791992,0.11744604259729385,2.81323504447937
26,0.03597760573029518,0.9919533729553223,0.11662669479846954,2.8074076175689697
27,0.03967133164405823,0.9916553497314453,0.1166217029094696,2.796323537826538
28,0.039366163313388824,0.9913573265075684,0.11696642637252808,2.810171604156494
29,0.03672800213098526,0.9910593032836914,0.11732614785432816,2.821296215057373
30,0.0334918238222599,0.9907612800598145,0.11840527504682541,2.8357841968536377
31,0.03790251910686493,0.9904632568359375,0.11654675006866455,2.7988429069519043
32,0.035232365131378174,0.9901652336120605,0.11700140684843063,2.805759906768799
33,0.038789521902799606,0.9898672103881836,0.11646183580160141,2.793259859085083
34,0.03708510845899582,0.9895691871643066,0.11759592592716217,2.823842763900757
35,0.03758595511317253,0.9892711639404297,0.1168215423822403,2.8080880641937256
36,0.03002261556684971,0.9889731407165527,0.11713629215955734,2.8067402839660645
37,0.03894011676311493,0.9886751174926758,0.11580735445022583,2.7826390266418457
38,0.037614136934280396,0.9883770942687988,0.11610213667154312,2.785294532775879
39,0.03609304130077362,0.9880790710449219,0.11722621321678162,2.813310384750366
40,0.03788048401474953,0.9877810478210449,0.116032175719738,2.7808825969696045
41,0.04464522376656532,0.987483024597168,0.11736110597848892,2.81727933883667
42,0.03620056062936783,0.987185001373291,0.11785571277141571,2.8280093669891357
43,0.04204666242003441,0.9868869781494141,0.1165817379951477,2.797916889190674
44,0.04307834804058075,0.9865889549255371,0.11714128404855728,2.8169119358062744
45,0.04810502752661705,0.9862909317016602,0.11724120378494263,2.8023147583007812
46,0.03924594819545746,0.9859929084777832,0.11788070946931839,2.837010145187378
47,0.03896109014749527,0.9856948852539062,0.11729616671800613,2.8164350986480713
48,0.03442377224564552,0.9853968620300293,0.11818545311689377,2.8327205181121826
49,0.04552508890628815,0.9850988388061523,0.11724121868610382,2.8181374073028564
50,0.042548444122076035,0.9848008155822754,0.11675659567117691,2.801157236099243
51,0.045080844312906265,0.9845027923583984,0.11767086386680603,2.8187501430511475
52,0.04270850494503975,0.9842047691345215,0.11667665094137192,2.805882453918457
53,0.04200363531708717,0.9839067459106445,0.11677657067775726,2.8031249046325684
54,0.040599044412374496,0.9836087226867676,0.11773581802845001,2.8273284435272217
55,0.0443664975464344,0.9833106994628906,0.11672161519527435,2.8012731075286865
56,0.04439488425850868,0.9830126762390137,0.11802058666944504,2.8276963233947754
57,0.05016768351197243,0.9827146530151367,0.11583233624696732,2.7808823585510254
58,0.04599413648247719,0.9824166297912598,0.11643685400485992,2.796875
59,0.04800400510430336,0.9821186065673828,0.11751098185777664,2.819117546081543
60,0.046355120837688446,0.9818205833435059,0.1167016327381134,2.8072307109832764
61,0.04445808380842209,0.9815225601196289,0.11659673601388931,2.797569513320923
62,0.04380590096116066,0.981224536895752,0.11697141081094742,2.8014705181121826
63,0.046794645488262177,0.980926513671875,0.11666667461395264,2.803703546524048
64,0.044258587062358856,0.980628490447998,0.11812550574541092,2.831127643585205
65,0.05082101747393608,0.9803304672241211,0.11674658954143524,2.8007352352142334
66,0.05040521174669266,0.9800324440002441,0.11759592592716217,2.823611259460449
67,0.053105611354112625,0.9797344207763672,0.11588729172945023,2.7870097160339355
68,0.04159301891922951,0.9794363975524902,0.11711131781339645,2.8062498569488525
69,0.05633219704031944,0.9791383743286133,0.11841027438640594,2.8393518924713135
70,0.04110437631607056,0.9788403511047363,0.11702637374401093,2.808946132659912
71,0.049496300518512726,0.9785423278808594,0.11777577549219131,2.8287036418914795
72,0.0478242002427578,0.9782443046569824,0.11716127395629883,2.8079655170440674
73,0.0475320965051651,0.9779462814331055,0.11700139194726944,2.8068625926971436
74,0.04570108279585838,0.9776482582092285,0.11714628338813782,2.8119213581085205
75,0.048104703426361084,0.9773502349853516,0.11864009499549866,2.8537988662719727
76,0.05034349486231804,0.9770522117614746,0.11664168536663055,2.803431510925293
77,0.046557702124118805,0.9767541885375977,0.11700639128684998,2.8032407760620117
78,0.03711036220192909,0.9764561653137207,0.11769584566354752,2.8242647647857666
79,0.05226116627454758,0.9761581420898438,0.11614208668470383,2.788888692855835
80,0.045585181564092636,0.9758601188659668,0.11712130904197693,2.80294132232666
81,0.044040702283382416,0.9755620956420898,0.11816047877073288,2.84375
82,0.047797791659832,0.9752640724182129,0.11731615662574768,2.8112268447875977
83,0.04579491540789604,0.9749660491943359,0.11848021298646927,2.850245237350464
84,0.04615369439125061,0.974668025970459,0.11995403468608856,2.8776962757110596
85,0.04633647948503494,0.974370002746582,0.11785071343183517,2.833101987838745
86,0.04120534285902977,0.9740719795227051,0.1178007647395134,2.823896884918213
87,0.04847802221775055,0.9737739562988281,0.11688150465488434,2.805208206176758
88,0.04110371693968773,0.9734759330749512,0.11771083623170853,2.8259804248809814
89,0.045440588146448135,0.9731779098510742,0.1165667474269867,2.792034387588501
90,0.04974283277988434,0.9728798866271973,0.11915966123342514,2.858564853668213
91,0.045108161866664886,0.9725818634033203,0.11728118360042572,2.8259806632995605
92,0.040740832686424255,0.9722838401794434,0.11702138185501099,2.8055145740509033
93,0.045530520379543304,0.9719858169555664,0.11879496276378632,2.8462963104248047
94,0.04545426368713379,0.9716877937316895,0.11771583557128906,2.828798770904541
95,0.042927443981170654,0.9713897705078125,0.1175059974193573,2.816319227218628
96,0.0432899072766304,0.9710917472839355,0.1180155947804451,2.8272058963775635
97,0.044232193380594254,0.9707937240600586,0.11672662943601608,2.7988972663879395
98,0.040549080818891525,0.9704957008361816,0.11720623821020126,2.817824125289917
99,0.047855548560619354,0.9701976776123047,0.11654176563024521,2.7966911792755127
100,0.05135457590222359,0.9698996543884277,0.11819043010473251,2.838480234146118
101,0.04317397251725197,0.9696016311645508,0.1178007572889328,2.8245372772216797
102,0.039996735751628876,0.9693036079406738,0.11723122745752335,2.823284387588501
103,0.04244114086031914,0.9690055847167969,0.11819543689489365,2.830092430114746
104,0.042716752737760544,0.9687075614929199,0.11742106825113297,2.8145835399627686
105,0.04508626461029053,0.968409538269043,0.11980914324522018,2.8704655170440674
106,0.03958309441804886,0.968111515045166,0.11700638383626938,2.815162181854248
107,0.042415931820869446,0.9678134918212891,0.11709632724523544,2.8098037242889404
108,0.04461638256907463,0.9675154685974121,0.1184452474117279,2.8435049057006836
109,0.04036862403154373,0.9672174453735352,0.11727118492126465,2.8192126750946045
110,0.04501980170607567,0.9669194221496582,0.11829037964344025,2.840686321258545
111,0.04281313717365265,0.9666213989257812,0.11842026561498642,2.838078737258911
112,0.04008793830871582,0.9663233757019043,0.11695143580436707,2.799877405166626
113,0.04365364834666252,0.9660253524780273,0.11758093535900116,2.8259804248809814
114,0.04158790409564972,0.9657273292541504,0.11737110465765,2.8157405853271484
115,0.04756581038236618,0.9654293060302734,0.11778577417135239,2.8289215564727783
116,0.041731685400009155,0.9651312828063965,0.1189548447728157,2.854043960571289
117,0.03964262083172798,0.9648332595825195,0.11806054413318634,2.8306713104248047
118,0.03925717622041702,0.9645352363586426,0.1194494366645813,2.8698532581329346
119,0.04139341041445732,0.9642372131347656,0.12043865025043488,2.8920140266418457
120,0.04232509061694145,0.9639391899108887,0.11947441846132278,2.8664214611053467
121,0.03775341436266899,0.9636411666870117,0.11884991824626923,2.84914231300354
122,0.04327418655157089,0.9633431434631348,0.1178407222032547,2.834606647491455
123,0.04336066171526909,0.9630451202392578,0.11762090772390366,2.8188724517822266
124,0.044353730976581573,0.9627470970153809,0.11832534521818161,2.8446078300476074
125,0.0378061905503273,0.9624490737915039,0.1191147044301033,2.855903148651123
126,0.03583040460944176,0.962151050567627,0.11925459653139114,2.8667895793914795
127,0.03862875699996948,0.96185302734375,0.11828538030385971,2.8348379135131836
128,0.04347362369298935,0.961555004119873,0.1191546767950058,2.8555147647857666
129,0.04117148742079735,0.9612569808959961,0.1176009252667427,2.8333332538604736
130,0.041469983756542206,0.9609589576721191,0.11672162264585495,2.7962963581085205
131,0.041438642889261246,0.9606609344482422,0.11810553073883057,2.839951276779175
132,0.03982243314385414,0.9603629112243652,0.11876998841762543,2.847916603088379
133,0.04380233213305473,0.9600648880004883,0.11859013885259628,2.8438658714294434
134,0.04047828167676926,0.9597668647766113,0.11942945420742035,2.8712007999420166
135,0.042950939387083054,0.9594688415527344,0.11896482855081558,2.8501157760620117
136,0.03639109060168266,0.9591708183288574,0.11896981298923492,2.852818489074707
137,0.037477314472198486,0.9588727951049805,0.11810551583766937,2.834559202194214
138,0.0419558547437191,0.9585747718811035,0.11818046867847443,2.8393521308898926
139,0.04119837284088135,0.9582767486572266,0.11921462416648865,2.855759620666504
140,0.039732418954372406,0.9579787254333496,0.11893484741449356,2.864705801010132
141,0.03608442842960358,0.9576807022094727,0.11938449740409851,2.8561341762542725
142,0.047476980835199356,0.9573826789855957,0.11859513819217682,2.8450982570648193
143,0.03431783989071846,0.9570846557617188,0.11727118492126465,2.8206019401550293
144,0.040512748062610626,0.9567866325378418,0.11858512461185455,2.83897066116333
145,0.0403117910027504,0.9564886093139648,0.11763588339090347,2.83357834815979
146,0.03945291042327881,0.9561905860900879,0.1190747320652008,2.8512730598449707
147,0.04199136421084404,0.9558925628662109,0.11892487108707428,2.857475757598877
148,0.0360473096370697,0.955594539642334,0.11832533776760101,2.836519718170166
149,0.03788910433650017,0.955296516418457,0.11751599609851837,2.8230326175689697
150,0.04204726591706276,0.9549984931945801,0.11787070333957672,2.825735330581665
151,0.040819503366947174,0.9547004699707031,0.11879995465278625,2.8545138835906982
152,0.04139226675033569,0.9544024467468262,0.11803057789802551,2.82745099067688
153,0.03776589035987854,0.9541044235229492,0.1186051145195961,2.8381125926971436
154,0.03997461870312691,0.9538064002990723,0.11740608513355255,2.829282522201538
155,0.038491129875183105,0.9535083770751953,0.11822542548179626,2.8332109451293945
156,0.0362263023853302,0.9532103538513184,0.11795562505722046,2.841789484024048
157,0.03808693215250969,0.9529123306274414,0.11875998228788376,2.8435184955596924
158,0.0391358882188797,0.9526143074035645,0.11906475573778152,2.8638482093811035
159,0.03893626853823662,0.9523162841796875,0.11923960596323013,2.857407569885254
160,0.038241978734731674,0.9520182609558105,0.11941945552825928,2.86348032951355
161,0.040203265845775604,0.9517202377319336,0.11826038360595703,2.837132453918457
162,0.03762451931834221,0.9514222145080566,0.11779076606035233,2.828935146331787
163,0.03572046384215355,0.9511241912841797,0.11950938403606415,2.873161792755127
164,0.03533877804875374,0.9508261680603027,0.11948440223932266,2.8649511337280273
165,0.037458695471286774,0.9505281448364258,0.11787069588899612,2.8318283557891846
166,0.04111510142683983,0.9502301216125488,0.11820545047521591,2.8403189182281494
167,0.0404449887573719,0.9499320983886719,0.11926957219839096,2.857407569885254
168,0.040504686534404755,0.9496340751647949,0.11940947920084,2.857720375061035
169,0.0382404699921608,0.949336051940918,0.11759592592716217,2.8295345306396484
170,0.039361368864774704,0.949038028717041,0.11829537898302078,2.8386571407318115
171,0.03880302980542183,0.9487400054931641,0.11996902525424957,2.8878676891326904
172,0.03524653986096382,0.9484419822692871,0.11963928490877151,2.868995189666748
173,0.04330303519964218,0.9481439590454102,0.11954435706138611,2.8675923347473145
174,0.03702021390199661,0.9478459358215332,0.1196243092417717,2.8632352352142334
175,0.042596109211444855,0.9475479125976562,0.11824041604995728,2.8432867527008057
176,0.03956085070967674,0.9472498893737793,0.11961431801319122,2.8638479709625244
177,0.03506805747747421,0.9469518661499023,0.11871502548456192,2.853431224822998
178,0.039265505969524384,0.9466538429260254,0.11887489259243011,2.8553240299224854
179,0.03524119779467583,0.9463558197021484,0.11854016780853271,2.836642026901245
180,0.03697090223431587,0.9460577964782715,0.11810051649808884,2.849142074584961
181,0.03985442593693733,0.9457597732543945,0.11944443732500076,2.855902671813965
182,0.03761960566043854,0.9454617500305176,0.11785072833299637,2.83284330368042
183,0.03987455368041992,0.9451637268066406,0.1181504875421524,2.8356480598449707
184,0.03905879333615303,0.9448657035827637,0.12010891735553741,2.876715660095215
185,0.03516465425491333,0.9445676803588867,0.11945943534374237,2.866788864135742
186,0.03681011125445366,0.9442696571350098,0.11764588207006454,2.8302083015441895
187,0.03937671706080437,0.9439716339111328,0.11930455267429352,2.866544008255005
188,0.03455253690481186,0.9436736106872559,0.11914967745542526,2.853799343109131
189,0.036987751722335815,0.9433755874633789,0.11828536540269852,2.8408565521240234
190,0.038263361901044846,0.943077564239502,0.1184302568435669,2.841789484024048
191,0.037488050758838654,0.942779541015625,0.11896482855081558,2.8576388359069824
192,0.041751205921173096,0.942481517791748,0.11915966123342514,2.85318660736084
193,0.03703279793262482,0.9421834945678711,0.11953438073396683,2.8675243854522705
194,0.038193028420209885,0.9418854713439941,0.12045862525701523,2.8969905376434326
195,0.04044637456536293,0.9415874481201172,0.11940947920084,2.862867832183838
196,0.039192572236061096,0.9412894248962402,0.11854016780853271,2.8493874073028564
197,0.04093427583575249,0.9409914016723633,0.11845523864030838,2.8442132472991943
198,0.035446785390377045,0.9406933784484863,0.11960431933403015,2.868872880935669
199,0.03724310174584389,0.9403953552246094,0.12080835551023483,2.8981480598449707
200,0.039073068648576736,0.9400973320007324,0.11847521364688873,2.8386027812957764
201,0.04241184890270233,0.9397993087768555,0.11799062043428421,2.834926128387451
202,0.03448602929711342,0.9395012855529785,0.11887489259243011,2.8519678115844727
203,0.03816700354218483,0.9392032623291016,0.1184052899479866,2.84448504447937
204,0.03480113297700882,0.9389052391052246,0.12006893754005432,2.8812499046325684
205,0.030638068914413452,0.9386072158813477,0.1185251772403717,2.8446760177612305
206,0.03572165593504906,0.9383091926574707,0.11900480836629868,2.857598066329956
207,0.03766484558582306,0.9380111694335938,0.11826539784669876,2.8378469944000244
208,0.035334713757038116,0.9377131462097168,0.11888489872217178,2.849755048751831
209,0.03942941129207611,0.9374151229858398,0.11941947042942047,2.862255096435547
210,0.035651251673698425,0.9371170997619629,0.11847522854804993,2.8496530055999756
211,0.03278259560465813,0.9368190765380859,0.11901479959487915,2.860539197921753
212,0.036829277873039246,0.936521053314209,0.11762090772390366,2.8241422176361084
213,0.03489058464765549,0.936223030090332,0.12042365968227386,2.886342763900757
214,0.03583969920873642,0.9359250068664551,0.1182304173707962,2.837745189666748
215,0.037124644964933395,0.9356269836425781,0.12103816866874695,2.9006943702697754
216,0.03419835865497589,0.9353289604187012,0.12052858620882034,2.8964459896087646
217,0.04099690541625023,0.9350309371948242,0.11929956823587418,2.8598036766052246
218,0.033797405660152435,0.9347329139709473,0.11990907788276672,2.8762731552124023
219,0.03345489129424095,0.9344348907470703,0.11853517591953278,2.847916841506958
220,0.038560714572668076,0.9341368675231934,0.11891985684633255,2.8519606590270996
221,0.03441395238041878,0.9338388442993164,0.11857513338327408,2.8444442749023438
222,0.03507954627275467,0.9335408210754395,0.12006396055221558,2.886396884918213
223,0.03516427055001259,0.9332427978515625,0.11859012395143509,2.8443288803100586
224,0.03661985322833061,0.9329447746276855,0.11804056167602539,2.829901933670044
225,0.03761979192495346,0.9326467514038086,0.11813050508499146,2.837254762649536
226,0.038337185978889465,0.9323487281799316,0.12006894499063492,2.880671262741089
227,0.03302871063351631,0.9320507049560547,0.11946942657232285,2.86348032951355
228,0.037449970841407776,0.9317526817321777,0.11975918710231781,2.8784313201904297
229,0.03988904133439064,0.9314546585083008,0.11904976516962051,2.8587963581085205
