iteration,elapsed_seconds,loss,epsilon,mean_turn_reward,mean_episode_return
0,9.82973076030612,0.05403294786810875,0.9996185302734375,0.12909092009067535,3.311764717102051
1,11.414088198915124,0.046354420483112335,0.999237060546875,0.12234234809875488,3.4599997997283936
2,12.96980975754559,0.04204833135008812,0.9988555908203125,0.12305141985416412,3.1666667461395264
3,13.968961242586374,0.0465211495757103,0.99847412109375,0.1270015686750412,3.2333333492279053
4,15.2438587192446,0.035724129527807236,0.9980926513671875,0.13259492814540863,3.495833396911621
5,16.09581937454641,0.03338584676384926,0.997711181640625,0.11710145324468613,2.9424245357513428
6,17.7715817168355,0.03183160722255707,0.9973297119140625,0.14589552581310272,3.8937501907348633
7,19.391267471946776,0.03803929314017296,0.9969482421875,0.1283557116985321,3.434999942779541
8,20.21725723426789,0.038669340312480927,0.9965667724609375,0.11846154183149338,3.1869566440582275
9,21.99446053057909,0.03178109601140022,0.996185302734375,0.12160393595695496,3.1769230365753174
10,23.67073638550937,0.03366648033261299,0.9958038330078125,0.1293838769197464,3.2444446086883545
11,25.23986617103219,0.029393916949629784,0.99542236328125,0.1361396163702011,3.690000534057617
12,27.311465934850276,0.028984038159251213,0.9950408935546875,0.12526315450668335,3.335294246673584
13,29.218851796351373,0.03016805090010166,0.994659423828125,0.12773850560188293,3.357142925262451
14,30.48293121252209,0.02688482031226158,0.9942779541015625,0.13291139900684357,3.554999828338623
15,31.80937334243208,0.02826283872127533,0.993896484375,0.13700656592845917,3.669565200805664
16,33.75563442800194,0.03015141561627388,0.9935150146484375,0.13371428847312927,3.3958330154418945
17,34.57553519681096,0.030743801966309547,0.993133544921875,0.12819671630859375,3.299999952316284
18,36.00022810790688,0.02997070923447609,0.9927520751953125,0.1283450722694397,3.816666603088379
19,37.151048155501485,0.03249490261077881,0.99237060546875,0.12684886157512665,3.2444443702697754
20,38.50318709947169,0.03222428634762764,0.9919891357421875,0.13029739260673523,3.510526657104492
21,39.95745529886335,0.03045390546321869,0.991607666015625,0.1294642835855484,3.4043476581573486
22,41.46777131315321,0.0309689249843359,0.9912261962890625,0.1395711451768875,3.8388888835906982
23,43.42176136840135,0.03155393525958061,0.9908447265625,0.1288854032754898,3.3375003337860107
24,44.7596535673365,0.034066539257764816,0.9904632568359375,0.12718121707439423,3.536841869354248
25,46.75837414804846,0.03122948482632637,0.990081787109375,0.11827242374420166,3.0884616374969482
26,48.25819616485387,0.033645160496234894,0.9897003173828125,0.12393700331449509,3.414285898208618
27,49.123867800459266,0.034989822655916214,0.98931884765625,0.15405406057834625,3.6318185329437256
28,51.025286607444286,0.034716203808784485,0.9889373779296875,0.1300826519727707,3.6374998092651367
29,51.863827844150364,0.0350206233561039,0.988555908203125,0.12655971944332123,3.233333110809326
30,52.80798094533384,0.03876973316073418,0.9881744384765625,0.1269230842590332,3.1954543590545654
31,53.673609358258545,0.0388423353433609,0.98779296875,0.13146622478961945,3.6913039684295654
32,55.02709783706814,0.03824793919920921,0.9874114990234375,0.1260504275560379,3.0807690620422363
33,56.22038623597473,0.04127711430191994,0.987030029296875,0.13293103873729706,4.083333492279053
34,57.047834801487625,0.0332103930413723,0.9866485595703125,0.1307155340909958,3.3919997215270996
35,58.44821709487587,0.0391097329556942,0.98626708984375,0.11905626207590103,3.1624996662139893
36,60.15379340946674,0.03495574742555618,0.9858856201171875,0.12384501844644547,3.153846263885498
37,61.9271687688306,0.04008097946643829,0.985504150390625,0.12975461781024933,3.3370373249053955
38,62.94314291048795,0.03717328980565071,0.9851226806640625,0.13174603879451752,3.3230769634246826
39,63.98709818162024,0.04474608972668648,0.9847412109375,0.1255737543106079,3.2272727489471436
40,64.95982191246003,0.03700590133666992,0.9843597412109375,0.12259413301944733,3.0517241954803467
41,65.8638184890151,0.03582984209060669,0.983978271484375,0.12169681489467621,3.0892856121063232
42,67.49366028234363,0.042066652327775955,0.9835968017578125,0.13353537023067474,3.4649996757507324
43,68.80870580952615,0.036951035261154175,0.98321533203125,0.14041352272033691,4.235714435577393
44,70.3233857350424,0.04456940293312073,0.9828338623046875,0.13417476415634155,3.534782648086548
45,71.7203339971602,0.038537878543138504,0.982452392578125,0.13232964277267456,3.5333337783813477
46,72.89329258725047,0.04102263227105141,0.9820709228515625,0.13285940885543823,3.388461112976074
47,73.98171836789697,0.03377921134233475,0.981689453125,0.128671333193779,3.527777671813965
48,75.85175886098295,0.037566717714071274,0.9813079833984375,0.13499222695827484,3.3884618282318115
49,78.49483282025903,0.03896275535225868,0.980926513671875,0.13079527020454407,3.442857027053833
50,80.30747483111918,0.041485026478767395,0.9805450439453125,0.12300531566143036,3.113792896270752
51,81.61380639951676,0.04096055030822754,0.98016357421875,0.1222052127122879,2.848276138305664
52,82.53466771636158,0.04437246918678284,0.9797821044921875,0.14530938863754272,3.9263157844543457
53,84.0246743094176,0.04296121373772621,0.979400634765625,0.14094489812850952,4.010000228881836
54,85.29886949341744,0.04646226763725281,0.9790191650390625,0.1418803483247757,4.019999980926514
55,86.171212984249,0.04272426292300224,0.9786376953125,0.14298725128173828,3.731579065322876
56,87.23281282186508,0.0445457361638546,0.9782562255859375,0.12112211436033249,3.5347824096679688
57,88.86282244324684,0.043926648795604706,0.977874755859375,0.12701421976089478,3.299999713897705
58,90.15273046586663,0.04192991927266121,0.9774932861328125,0.14179356396198273,3.4153847694396973
59,90.98553510848433,0.04049419239163399,0.97711181640625,0.13011272251605988,3.5319998264312744
60,92.60288494545966,0.04960848391056061,0.9767303466796875,0.12143905460834503,2.989285707473755
61,94.8749930523336,0.04096145182847977,0.976348876953125,0.12234044075012207,3.2230770587921143
62,95.74855497013777,0.0475541353225708,0.9759674072265625,0.12776769697666168,3.2952380180358887
63,97.8017556630075,0.03899746760725975,0.9755859375,0.12241848558187485,3.1392858028411865
64,98.63039031717926,0.03741347789764404,0.9752044677734375,0.12881620228290558,3.1777775287628174
65,99.48050968255848,0.04244568571448326,0.974822998046875,0.1282007098197937,3.327272653579712
