match_id,matchup_id,game_number,competitor,repetition,checkpoint_path,seat,points,pudding,opponent_competitor,opponent_repetition,opponent_points,opponent_pudding,opponent_competitors,opponent_repetitions,opponent_points_all,opponent_puddings,outcome
match_000055,matchup_0001,55,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,0,55,7,variable_2_4,1,53,0,variable_2_4,1,53,0,win
match_000055,matchup_0001,55,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,53,0,fixed_2p,1,55,7,fixed_2p,1,55,7,loss
match_000056,matchup_0001,56,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,0,57,2,variable_2_4,1,65,1,variable_2_4,1,65,1,loss
match_000056,matchup_0001,56,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,65,1,fixed_2p,1,57,2,fixed_2p,1,57,2,win
match_000057,matchup_0001,57,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,55,3,fixed_2p,1,48,3,fixed_2p,1,48,3,win
match_000057,matchup_0001,57,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,1,48,3,variable_2_4,1,55,3,variable_2_4,1,55,3,loss
match_000058,matchup_0001,58,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,60,2,fixed_2p,1,52,3,fixed_2p,1,52,3,win
match_000058,matchup_0001,58,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,1,52,3,variable_2_4,1,60,2,variable_2_4,1,60,2,loss
match_000059,matchup_0001,59,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,0,56,5,variable_2_4,1,47,3,variable_2_4,1,47,3,win
match_000059,matchup_0001,59,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,47,3,fixed_2p,1,56,5,fixed_2p,1,56,5,loss
match_000060,matchup_0001,60,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,0,46,3,variable_2_4,1,60,0,variable_2_4,1,60,0,loss
match_000060,matchup_0001,60,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,60,0,fixed_2p,1,46,3,fixed_2p,1,46,3,win
match_000061,matchup_0001,61,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,60,2,fixed_2p,1,54,5,fixed_2p,1,54,5,win
match_000061,matchup_0001,61,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,1,54,5,variable_2_4,1,60,2,variable_2_4,1,60,2,loss
match_000062,matchup_0001,62,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,0,62,2,variable_2_4,1,55,1,variable_2_4,1,55,1,win
match_000062,matchup_0001,62,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,55,1,fixed_2p,1,62,2,fixed_2p,1,62,2,loss
match_000063,matchup_0001,63,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,53,2,fixed_2p,1,53,2,fixed_2p,1,53,2,tie
match_000063,matchup_0001,63,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,1,53,2,variable_2_4,1,53,2,variable_2_4,1,53,2,tie
match_000064,matchup_0001,64,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,60,1,fixed_2p,1,49,4,fixed_2p,1,49,4,win
match_000064,matchup_0001,64,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,1,49,4,variable_2_4,1,60,1,variable_2_4,1,60,1,loss
match_000065,matchup_0001,65,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,59,3,fixed_2p,1,62,3,fixed_2p,1,62,3,loss
match_000065,matchup_0001,65,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,1,62,3,variable_2_4,1,59,3,variable_2_4,1,59,3,win
match_000066,matchup_0001,66,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,54,0,fixed_2p,1,51,5,fixed_2p,1,51,5,win
match_000066,matchup_0001,66,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,1,51,5,variable_2_4,1,54,0,variable_2_4,1,54,0,loss
match_000067,matchup_0001,67,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,0,57,3,variable_2_4,1,53,2,variable_2_4,1,53,2,win
match_000067,matchup_0001,67,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,53,2,fixed_2p,1,57,3,fixed_2p,1,57,3,loss
match_000068,matchup_0001,68,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,0,52,1,fixed_2p,1,51,5,fixed_2p,1,51,5,win
match_000068,matchup_0001,68,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,1,51,5,variable_2_4,1,52,1,variable_2_4,1,52,1,loss
match_000069,matchup_0001,69,fixed_2p,1,/home/thlamz/SushiGo_MARL/results/league/fixed_2p/repetition_1/model.pt,0,58,4,variable_2_4,1,56,2,variable_2_4,1,56,2,win
match_000069,matchup_0001,69,variable_2_4,1,/home/thlamz/SushiGo_MARL/results/league/variable_2_4/repetition_1/model.pt,1,56,2,fixed_2p,1,58,4,fixed_2p,1,58,4,loss
