iteration,loss,epsilon,mean_turn_reward,mean_episode_return
0,0.060909900814294815,0.999701976776123,0.11719124764204025,2.8117644786834717
1,0.04911142587661743,0.9994039535522461,0.11683153361082077,2.802941083908081
2,0.04072735458612442,0.9991059303283691,0.11680156737565994,2.8050928115844727
3,0.04264769330620766,0.9988079071044922,0.11593225598335266,2.7839460372924805
4,0.034834571182727814,0.9985098838806152,0.11641187220811844,2.7948529720306396
5,0.0411439910531044,0.9982118606567383,0.11644184589385986,2.792245388031006
6,0.04358746483922005,0.9979138374328613,0.11736110597848892,2.819240093231201
7,0.03747366741299629,0.9976158142089844,0.11451338231563568,2.7478010654449463
8,0.04097311943769455,0.9973177909851074,0.11712630838155746,2.8079657554626465
9,0.03753545507788658,0.9970197677612305,0.1167415902018547,2.799142360687256
10,0.03918769210577011,0.9967217445373535,0.1161920428276062,2.7931714057922363
11,0.03646799549460411,0.9964237213134766,0.11796562373638153,2.8302695751190186
12,0.029050767421722412,0.9961256980895996,0.11747101694345474,2.8216912746429443
13,0.02722594328224659,0.9958276748657227,0.11790068447589874,2.8271989822387695
14,0.03872781991958618,0.9955296516418457,0.11784572899341583,2.830024242401123
15,0.03335810825228691,0.9952316284179688,0.11600219458341599,2.7861111164093018
16,0.025442777201533318,0.9949336051940918,0.11665168404579163,2.7988972663879395
17,0.028670698404312134,0.9946355819702148,0.1171962320804596,2.811274290084839
18,0.03565305471420288,0.9943375587463379,0.117466039955616,2.8202545642852783
19,0.0341184027493,0.9940395355224609,0.11485311388969421,2.757720708847046
20,0.03337130695581436,0.993741512298584,0.11720124632120132,2.8134803771972656
21,0.03398580104112625,0.993443489074707,0.1166466698050499,2.7924768924713135
22,0.030466146767139435,0.9931454658508301,0.11680155247449875,2.811274528503418
23,0.036084190011024475,0.9928474426269531,0.1185251772403717,2.84074068069458
24,0.030830003321170807,0.9925494194030762,0.11587729305028915,2.7762255668640137
25,0.035057783126831055,0.9922513961791992,0.1167416051030159,2.8056373596191406
26,0.03754479065537453,0.9919533729553223,0.11747602373361588,2.8185184001922607
27,0.03539113700389862,0.9916553497314453,0.11741107702255249,2.816053867340088
28,0.03861471265554428,0.9913573265075684,0.1165817379951477,2.8012256622314453
29,0.03539585694670677,0.9910593032836914,0.1169964075088501,2.807176113128662
30,0.031164998188614845,0.9907612800598145,0.11870003491640091,2.848039150238037
31,0.03897929564118385,0.9904632568359375,0.11821542680263519,2.8378469944000244
32,0.04333769157528877,0.9901652336120605,0.11809052526950836,2.8302695751190186
33,0.0313471257686615,0.9898672103881836,0.11818045377731323,2.837009906768799
34,0.03539509326219559,0.9895691871643066,0.11731614172458649,2.8137729167938232
35,0.0394633524119854,0.9892711639404297,0.11585232615470886,2.7862746715545654
36,0.03975507616996765,0.9889731407165527,0.1164068877696991,2.7959558963775635
37,0.040420617908239365,0.9886751174926758,0.1175059825181961,2.8195602893829346
38,0.03779951110482216,0.9883770942687988,0.1196242943406105,2.8649513721466064
39,0.03871867060661316,0.9880790710449219,0.11730115115642548,2.819444417953491
40,0.03491324558854103,0.9877810478210449,0.11742106825113297,2.8159313201904297
41,0.04162559658288956,0.987483024597168,0.11808553338050842,2.8404412269592285
42,0.041296519339084625,0.987185001373291,0.11669663339853287,2.7969906330108643
43,0.037553321570158005,0.9868869781494141,0.11840527504682541,2.845097780227661
44,0.04242677986621857,0.9865889549255371,0.1177208349108696,2.818382501602173
45,0.04143738001585007,0.9862909317016602,0.11695143580436707,2.8131942749023438
46,0.04238942638039589,0.9859929084777832,0.11617205291986465,2.7862746715545654
47,0.03813689574599266,0.9856948852539062,0.11581235378980637,2.7806713581085205
48,0.043998438864946365,0.9853968620300293,0.11694644391536713,2.808823585510254
49,0.040475595742464066,0.9850988388061523,0.11591726541519165,2.78602933883667
50,0.04339972883462906,0.9848008155822754,0.11593225598335266,2.777083158493042
51,0.04294180870056152,0.9845027923583984,0.11717625707387924,2.815441131591797
52,0.04309564828872681,0.9842047691345215,0.117036372423172,2.801715612411499
53,0.040438927710056305,0.9839067459106445,0.11754096299409866,2.8226850032806396
54,0.04620450735092163,0.9836087226867676,0.11593225598335266,2.785416603088379
55,0.044306352734565735,0.9833106994628906,0.11736111342906952,2.8144679069519043
56,0.04507317394018173,0.9830126762390137,0.11773581802845001,2.825000047683716
57,0.04124775156378746,0.9827146530151367,0.11657174676656723,2.7954654693603516
58,0.04598758742213249,0.9824166297912598,0.11651179194450378,2.7974538803100586
59,0.04567916691303253,0.9821186065673828,0.11802557110786438,2.8361518383026123
60,0.04621344059705734,0.9818205833435059,0.11824540793895721,2.8338234424591064
61,0.04398057609796524,0.9815225601196289,0.1177607998251915,2.827777624130249
62,0.04195857420563698,0.981224536895752,0.11643185466527939,2.793750047683716
63,0.03986692801117897,0.980926513671875,0.11674660444259644,2.804050922393799
64,0.049288079142570496,0.980628490447998,0.11715628951787949,2.8096816539764404
65,0.04483349993824959,0.9803304672241211,0.11764588207006454,2.8248775005340576
66,0.04802411049604416,0.9800324440002441,0.11878996342420578,2.8508102893829346
67,0.04380467161536217,0.9797344207763672,0.11871002614498138,2.852818250656128
68,0.04081175848841667,0.9794363975524902,0.11752600222826004,2.820833444595337
69,0.04475618526339531,0.9791383743286133,0.11806054413318634,2.8310184478759766
70,0.044866520911455154,0.9788403511047363,0.11637191474437714,2.7899510860443115
71,0.045017506927251816,0.9785423278808594,0.11787569522857666,2.8293981552124023
72,0.039011117070913315,0.9782443046569824,0.11745103448629379,2.8182597160339355
73,0.042248427867889404,0.9779462814331055,0.11724120378494263,2.8140931129455566
74,0.048518650233745575,0.9776482582092285,0.11786071956157684,2.8263888359069824
75,0.04687758907675743,0.9773502349853516,0.11605215072631836,2.7834556102752686
76,0.05178980529308319,0.9770522117614746,0.11745603382587433,2.8199756145477295
